#00CCFF,#5C3803,#00E004,#FFE380
0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
0,0,0,0,2,2,2,2,0,0,2,0,0,0,0,0
0,0,0,2,0,2,2,2,2,2,0,2,0,0,0,0
0,0,2,0,2,2,1,1,2,2,0,0,2,0,0,0
0,0,0,2,2,0,1,1,0,2,2,0,0,0,0,0
0,0,2,2,0,0,1,1,0,0,2,2,0,0,0,0
0,0,2,0,0,0,1,1,0,0,0,2,0,0,0,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
