#FF00C3,#FF7700,#803C00
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
0,0,0,0,0,1,2,1,1,2,1,0,0,0,0,0
0,0,0,0,1,2,2,1,1,2,2,1,0,0,0,0
0,0,0,1,2,2,2,1,1,2,2,2,1,0,0,0
0,0,0,1,2,2,2,1,1,2,2,2,1,0,0,0
0,0,0,1,2,2,2,1,1,2,2,2,1,0,0,0
0,0,0,1,2,2,1,1,1,1,2,2,1,0,0,0
0,0,0,0,1,1,2,1,1,2,1,1,0,0,0,0
0,0,0,0,1,1,2,1,1,2,1,1,0,0,0,0
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
