#000000,#FFFACD,#F0F0F0,#CD5C5C,#9370DB
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,0,0,0,1,1,1,1,1,0,0,0,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,2,2,2,2,2,2,2,2
2,2,2,2,2,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,2,2,2,2,2
2,2,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,2,2,2
2,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,2,2
2,2,2,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,2,2,2
2,2,2,0,1,1,0,0,0,0,2,0,1,1,1,1,1,1,0,0,0,0,2,2,0,1,1,0,2,2,2
2,2,0,1,1,0,0,0,0,0,2,2,0,1,1,1,1,0,0,0,0,0,2,2,2,0,1,1,0,2,2
2,2,0,1,1,0,0,0,0,0,2,2,0,1,1,1,1,0,0,0,0,0,2,2,2,0,1,1,0,2,2
2,0,1,1,1,0,0,0,0,2,2,2,0,1,1,1,1,0,0,0,0,2,2,2,2,0,1,1,1,0,2
2,0,1,1,0,2,2,2,2,2,2,2,2,0,1,1,0,2,2,2,2,2,2,2,2,2,0,1,1,0,2
2,0,1,1,0,2,2,2,2,2,2,2,2,0,1,1,0,2,2,2,2,2,2,2,2,2,0,1,1,0,2
0,1,1,1,0,2,2,2,2,2,2,2,2,0,1,1,0,2,2,2,2,2,2,2,2,2,0,1,1,1,2
0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
2,0,1,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,1,1,0,2
2,0,1,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,1,1,0,2
2,2,0,1,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,1,1,0,2,2
2,2,0,1,1,0,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,0,1,1,0,2,2
2,2,2,0,1,1,0,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,0,1,1,0,2,2,2
2,2,2,0,1,1,1,0,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,0,1,1,1,0,2,2,2
2,2,2,2,0,1,1,1,0,0,3,3,3,3,4,4,4,4,4,4,4,0,0,1,1,1,0,2,2,2,2
2,2,2,2,2,0,0,1,1,1,0,0,0,3,4,4,4,4,0,0,0,1,1,1,0,0,2,2,2,2,2
2,2,2,2,2,2,2,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,0,0,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
